id,name,phase,indication,crossover,output_type,protocol,sap,created,last_updated,description,molecule,
526,NCT03503318,Phase 3,Schizophrenia,0,,Protocol NCT03501966v1.0.doc,Statitical Analysis PlanNCT03501966v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Surgical Idiopathic Intracranial Hypertension Treatment Trial,27,
525,NCT03504397,Phase 3,Locally Advanced Unresectable Gastroesophageal Junction (GEJ) Adenocarcinoma or Cancer|Locally Advanced Unresectable Gastric Adenocarcinoma or Cancer|Metastatic Gastric Adenocarcinoma or Cancer|Metastatic Gastroesophageal Junction (GEJ) Adenocarcinoma,0,,Protocol NCT03503318v1.0.doc,Statitical Analysis PlanNCT03503318v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Evaluate TV-46000 as Maintenance Treatment in Adult Patients With Schizophrenia,26,
524,NCT03504917,Phase 3,Autism Spectrum Disorder,0,,Protocol NCT03504397v1.0.doc,Statitical Analysis PlanNCT03504397v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"A Study to Assess the Efficacy of Zolbetuximab (IMAB362) Plus mFOLFOX6 Compared With Placebo Plus mFOLFOX6 as First-line Treatment of Subjects With Claudin (CLDN) 18.2 Positive, HER2-Negative, Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma",25,
523,NCT03505021,Phase 3,Amyotrophic Lateral Sclerosis,0,,Protocol NCT03504917v1.0.doc,Statitical Analysis PlanNCT03504917v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Balovaptan in Adults With Autism Spectrum Disorder With a 2-Year Open-Label Extension,24,
522,NCT03505099,Phase 3,Spinal Muscular Atrophy,0,,Protocol NCT03505021v1.0.doc,Statitical Analysis PlanNCT03505021v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Effects of Oral Levosimendan (ODM-109) on Respiratory Function in Patients With ALS,23,
521,NCT03515837,Phase 3,Non-small Cell Lung Cancer,0,,Protocol NCT03505099v1.0.doc,Statitical Analysis PlanNCT03505099v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Pre-Symptomatic Study of Intravenous AVXS-101 in Spinal Muscular Atrophy (SMA) for Patients With Multiple Copies of SMN2,22,
520,NCT03511664,Phase 3,Prostate Cancer,0,,Protocol NCT03515837v1.0.doc,Statitical Analysis PlanNCT03515837v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study of Pemetrexed + Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Adults With Tyrosine Kinase Inhibitor- (TKI)-Resistant Epidermal Growth Factor Receptor- (EGFR)-Mutated Metastatic Non-squamous Non-small Cell Lung Cancer (NSCLC) (MK-3475-789/KEYNOTE-789),21,
519,NCT03508700,Phase 3,PTSD,0,,Protocol NCT03511664v1.0.doc,Statitical Analysis PlanNCT03511664v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study of 177Lu-PSMA-617 In Metastatic Castrate-Resistant Prostate Cancer,20,
518,NCT03515629,Phase 3,Non-small Cell Lung Cancer,0,,Protocol NCT03508700v1.0.doc,Statitical Analysis PlanNCT03508700v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A 40-week Study to Evaluate TNX-102 SL 5.6 mg Taken Daily at Bedtime in Patients With PTSD,19,
517,NCT03522441,Phase 3,Acne Vulgaris,0,,Protocol NCT03515629v1.0.doc,Statitical Analysis PlanNCT03515629v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"REGN2810 (Anti-PD-1 Antibody), Platinum-based Doublet Chemotherapy, and Ipilimumab (Anti-CTLA-4 Antibody) Versus Pembrolizumab Monotherapy in Patients With Lung Cancer",18,
516,NCT03517449,Phase 3,Endometrial Neoplasms,0,,Protocol NCT03522441v1.0.doc,Statitical Analysis PlanNCT03522441v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Bioequivalence Study of Clindamycin Gel 1% in Treatment of Acne Vulgaris,17,
515,NCT03517722,Phase 3,"Lupus Erythematosus, Systemic",0,,Protocol NCT03517449v1.0.doc,Statitical Analysis PlanNCT03517449v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Lenvatinib in Combination With Pembrolizumab Versus Treatment of Physician's Choice in Participants With Advanced Endometrial Cancer (MK-3475-775/E7080-G000-309 Per Merck Standard Convention [KEYNOTE-775]),16,
514,NCT03518086,Phase 3,Ulcerative Colitis,0,,Protocol NCT03517722v1.0.doc,Statitical Analysis PlanNCT03517722v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Ustekinumab in Participants With Active Systemic Lupus Erythematosus,15,
513,NCT03520959,Phase 3,Synovial Sarcoma|Cancer|Soft Tissue Sarcoma|Sarcoma|Metastatic Sarcoma,0,,Protocol NCT03518086v1.0.doc,Statitical Analysis PlanNCT03518086v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,An Induction Study of Mirikizumab in Participants With Moderately to Severely Active Ulcerative Colitis (LUCENT 1),14,
512,NCT03521934,Phase 3,Heart Failure-Type 2 Diabetes Mellitus,0,,Protocol NCT03520959v1.0.doc,Statitical Analysis PlanNCT03520959v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"Synovate Study for Synovial Sarcoma, Phase 3, Randomized, Double-blind, Placebo-controlled Study For Subjects With Locally-advanced Unresectable or Metastatic Synovial Sarcoma",13,
511,NCT03522246,Phase 3,Epithelial Ovarian Cancer|Primary Peritoneal|Fallopian Tube Cancer|Newly Diagnosed|FIGO Stage III-IV|Partial Response|Complete Response,0,,Protocol NCT03521934v1.0.doc,Statitical Analysis PlanNCT03521934v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Effect of Sotagliflozin on Cardiovascular Events in Patients With Type 2 Diabetes Post Worsening Heart Failure (SOLOIST-WHF Trial),12,
510,NCT03523858,Phase 3,Progressive Multiple Sclerosis (PMS),0,,Protocol NCT03522246v1.0.doc,Statitical Analysis PlanNCT03522246v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study in Ovarian Cancer Patients Evaluating Rucaparib and Nivolumab as Maintenance Treatment Following Response to Front-Line Platinum-Based Chemotherapy,11,
509,NCT03524092,Phase 3,Ulcerative Colitis,0,,Protocol NCT03523858v1.0.doc,Statitical Analysis PlanNCT03523858v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study to Evaluate Ocrelizumab Treatment in Participants With Progressive Multiple Sclerosis,10,
508,NCT03525444,Phase 3,Cystic Fibrosis,0,,Protocol NCT03524092v1.0.doc,Statitical Analysis PlanNCT03524092v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Maintenance Study of Mirikizumab in Participants With Moderately to Severely Active Ulcerative Colitis,9,
507,NCT03525548,Phase 3,Cystic Fibrosis,0,,Protocol NCT03525444v1.0.doc,Statitical Analysis PlanNCT03525444v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Phase 3 Study of VX-445 Combination Therapy in Subjects With Cystic Fibrosis Heterozygous for the F508del Mutation and a Minimal Function Mutation (F/MF),8,
506,NCT03525600,Phase 3,Geographic Atrophy,1,,Protocol NCT03525548v1.0.doc,Statitical Analysis PlanNCT03525548v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of VX-445 Combination Therapy in CF Subjects Homozygous for F508del (F/F),7,
505,NCT03525613,Phase 3,Geographic Atrophy,0,,Protocol NCT03525600v1.0.doc,Statitical Analysis PlanNCT03525600v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study to Compare the Efficacy and Safety of Intravitreal APL-2 Therapy With Sham Injections in Patients With Geographic Atrophy (GA) Secondary to Age-Related Macular Degeneration,6,
504,NCT03553836,Phase 3,Melanoma,0,,Protocol NCT03525613v1.0.doc,Statitical Analysis PlanNCT03525613v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study to Compare the Efficacy and Safety of Intravitreal APL-2 Therapy With Sham Injections in Patients With Geographic Atrophy (GA) Secondary to Age-Related Macular Degeneration (AMD),5,
503,NCT03526549,Phase 3,Edematous Fibrosclerotic Panniculopathy|Cellulite,0,,Protocol NCT03553836v1.0.doc,Statitical Analysis PlanNCT03553836v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Safety and Efficacy of Pembrolizumab Compared to Placebo in Resected High-risk Stage II Melanoma (MK-3475-716/KEYNOTE-716),4,
502,NCT03528551,Phase 3,Congenital Bleeding Disorder|Haemophilia A,0,,Protocol NCT03526549v1.0.doc,Statitical Analysis PlanNCT03526549v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Long-Term Study of EN3835 in Edematous Fibrosclerotic Panniculopathy (Cellulite),3,
501,NCT03530345,Phase 3,Complex Regional Pain Syndrome (CRPS),0,,Protocol NCT03528551v1.0.doc,Statitical Analysis PlanNCT03528551v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Research Study Looking at How a Factor VIII Medicine Called Turoctocog Alfa Pegol (N8-GP) Works in People With Haemophilia A,2,
500,NCT03537014,Phase 3,Posttraumatic Stress Disorder,0,,Protocol NCT03530345v1.0.doc,Statitical Analysis PlanNCT03530345v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Efficacy and Safety of Intravenous Neridronic Acid in CRPS,1,
499,NCT03535194,Phase 3,Psoriasis,0,,Protocol NCT03537014v1.0.doc,Statitical Analysis PlanNCT03537014v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Multi-Site Phase 3 Study of MDMA-Assisted Psychotherapy for PTSD,100,
498,NCT03536884,Phase 3,Chronic Plaque Psoriasis|Moderate to Severe Chronic Plaque Psoriasis,0,,Protocol NCT03535194v1.0.doc,Statitical Analysis PlanNCT03535194v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study to Assess if Mirikizumab is Effective and Safe Compared to Secukinumab and Placebo in Moderate to Severe Plaque Psoriasis (OASIS-2),99,
497,NCT03536949,Phase 3,Blepharoptosis,0,,Protocol NCT03536884v1.0.doc,Statitical Analysis PlanNCT03536884v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study to Evaluate the Efficacy and Safety of Bimekizumab Compared to an Active Comparator in Adult Subjects With Moderate to Severe Chronic Plaque Psoriasis,98,
496,NCT03537508,Phase 3,Meningococcal Infections,0,,Protocol NCT03536949v1.0.doc,Statitical Analysis PlanNCT03536949v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study of Safety of RVL-1201 in Treatment of Blepharoptosis,97,
495,NCT03537651,Phase 3,Cystic Fibrosis,0,,Protocol NCT03537508v1.0.doc,Statitical Analysis PlanNCT03537508v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Immunogenicity and Safety of a Quadrivalent Meningococcal Conjugate Vaccine When Administered Concomitantly With Routine Pediatric Vaccines in Healthy Infants and Toddlers in the US,96,
494,NCT03539744,Phase 3,Multiple Myeloma,0,,Protocol NCT03537651v1.0.doc,Statitical Analysis PlanNCT03537651v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study to Evaluate the Safety and Efficacy of Long-term Treatment With TEZ/IVA in CF Subjects With an F508del CFTR Mutation,95,
493,NCT03538691,Phase 3,Major Depressive Disorder,0,,Protocol NCT03539744v1.0.doc,Statitical Analysis PlanNCT03539744v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Venetoclax and Dexamethasone Compared With Pomalidomide and Dexamethasone in Subjects With Relapsed or Refractory Multiple Myeloma,94,
492,NCT03540160,Phase 3,Pruritus|Prurigo Nodularis|Atopic Dermatitis|Psoriasis,0,,Protocol NCT03538691v1.0.doc,Statitical Analysis PlanNCT03538691v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"A Trial to Evaluate the Efficacy, Safety & Tolerability of Brexpiprazole in the Maintenance Treatment of Adults With Major Depressive Disorder",93,
491,NCT03541174,Phase 3,Resistant Hypertension,0,,Protocol NCT03540160v1.0.doc,Statitical Analysis PlanNCT03540160v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study of the Long Term Safety of Serlopitant for the Treatment of Pruritus (Itch),92,
490,NCT03548220,Phase 3,"Pyruvate Kinase Deficiency|Anemia, Hemolytic",0,,Protocol NCT03541174v1.0.doc,Statitical Analysis PlanNCT03541174v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Research Study to Show the Effect of Aprocitentan in the Treatment of Difficult to Control (Resistant) High Blood Pressure (Hypertension) and Find Out More About Its Safety,91,
489,NCT03545191,Phase 3,Insomnia Disorder,0,,Protocol NCT03548220v1.0.doc,Statitical Analysis PlanNCT03548220v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study to Evaluate Efficacy and Safety of AG-348 in Not Regularly Transfused Adult Participants With Pyruvate Kinase Deficiency (PKD),90,
488,NCT03546816,Phase 3,Pruritus|Prurigo Nodularis,0,,Protocol NCT03545191v1.0.doc,Statitical Analysis PlanNCT03545191v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study to Assess the Efficacy and Safety of ACT-541468 in Adult and Elderly Subjects With Insomnia Disorder,89,
487,NCT03547167,Phase 3,Pneumococcal Infections,0,,Protocol NCT03546816v1.0.doc,Statitical Analysis PlanNCT03546816v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"Study of the Efficacy, Safety and Tolerability of Serlopitant for the Treatment of Pruritus (Itch) With Prurigo Nodularis",88,
486,NCT03547908,Phase 3,HIV-1/HBV Co-Infection,0,,Protocol NCT03547167v1.0.doc,Statitical Analysis PlanNCT03547167v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"A Study to Evaluate the Safety, Tolerability, and Immunogenicity of V114 Followed by PNEUMOVAX™23 in Adults at Increased Risk for Pneumococcal Disease (V114-017/PNEU-DAY)",87,
485,NCT03548584,Phase 3,Agitaton Associated With Alzheimer's Dementia|Alzheimer Dementia,1,,Protocol NCT03547908v1.0.doc,Statitical Analysis PlanNCT03547908v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"Safety and Efficacy of Bictegravir/Emtricitabine/Tenofovir Alafenamide Versus Dolutegravir + Emtricitabine/Tenofovir Disoproxil Fumarate in Treatment Naive, HIV-1 and Hepatitis B Co-Infected Adults",86,
484,NCT03548935,Phase 3,Metabolism and Nutrition Disorder|Overweight or Obesity,0,,Protocol NCT03548584v1.0.doc,Statitical Analysis PlanNCT03548584v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"A Trial to Evaluate the Safety, Efficacy, and Tolerability of Brexpiprazole in Treating Agitation Associated With Dementia of the Alzheimer's Type",85,
483,NCT03548987,Phase 3,Metabolism and Nutrition Disorder|Obesity,0,,Protocol NCT03548935v1.0.doc,Statitical Analysis PlanNCT03548935v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,STEP 1: Research Study Investigating How Well Semaglutide Works in People Suffering From Overweight or Obesity,84,
482,NCT03551496,Phase 3,Critical Limb Ischemia,0,,Protocol NCT03548987v1.0.doc,Statitical Analysis PlanNCT03548987v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Research Study Investigating How Well Semaglutide Works in People Suffering From Overweight or Obesity,83,
481,NCT03566017,Phase 3,Fabry Disease,0,,Protocol NCT03551496v1.0.doc,Statitical Analysis PlanNCT03551496v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,The DES BTK Vascular Stent System vs PTA in Subjects With Critical Limb Ischemia,82,
480,NCT03552757,Phase 3,Obesity|Overweight,0,,Protocol NCT03566017v1.0.doc,Statitical Analysis PlanNCT03566017v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Extension Study of 1 mg/kg Pegunigalsidase Alfa in Patients With Fabry Disease,81,
479,NCT03556202,Phase 3,Psoriasis,1,,Protocol NCT03552757v1.0.doc,Statitical Analysis PlanNCT03552757v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Research Study Investigating How Well Semaglutide Works in People With Type 2 Diabetes Suffering From Overweight or Obesity,80,
478,NCT03557307,Phase 3,Asthma,0,,Protocol NCT03556202v1.0.doc,Statitical Analysis PlanNCT03556202v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Long-term Study to Evaluate Safety and Maintenance of Treatment Effect of LY3074828 in Participants With Moderate-to-Severe Plaque Psoriasis (OASIS-3),79,
477,NCT03557333,Phase 3,Migraine Headache,0,,Protocol NCT03557307v1.0.doc,Statitical Analysis PlanNCT03557307v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study to Evaluate Efficacy and Safety of Benralizumab in Reducing Oral Corticosteroid Use in Adult Patients With Severe Asthma,78,
476,NCT03559010,Phase 3,Contraception,0,,Protocol NCT03557333v1.0.doc,Statitical Analysis PlanNCT03557333v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Safety and Tolerability of POD-DHE (INP104) in Migraine (STOP-301),77,
475,NCT03559257,Phase 3,Migraine,0,,Protocol NCT03559010v1.0.doc,Statitical Analysis PlanNCT03559010v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Oral Contraception Under Simulated OTC Conditions,76,
474,NCT03559270,Phase 3,Atopic Dermatitis,0,,Protocol NCT03559257v1.0.doc,Statitical Analysis PlanNCT03559257v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Galcanezumab (LY2951742) in Adults With Treatment-Resistant Migraine,75,
473,NCT03559517,Phase 3,Crohn's Disease,0,,Protocol NCT03559270v1.0.doc,Statitical Analysis PlanNCT03559270v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Baricitinib (LY3009104) in Participants With Moderate to Severe Atopic Dermatitis,74,
472,NCT03560518,Phase 3,"Depressive Disorder, Major",1,,Protocol NCT03559517v1.0.doc,Statitical Analysis PlanNCT03559517v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Efficacy and Safety Study of SHP647 as Induction Therapy in Participants With Moderate to Severe Crohn's Disease (CARMEN CD 305),73,
471,NCT03561701,Phase 3,Recurrent Vulvovaginal Candidiasis,0,,Protocol NCT03560518v1.0.doc,Statitical Analysis PlanNCT03560518v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study of Rapastinel as Monotherapy in Patients With MDD,72,
470,NCT03562637,Phase 3,Triple Negative Breast Cancer,0,,Protocol NCT03561701v1.0.doc,Statitical Analysis PlanNCT03561701v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Oral VT-1161 for the Treatment of Patients With Recurrent Vaginal Candidiasis (Yeast Infection),71,
469,NCT03560986,Phase 3,Complex Regional Pain Syndrome (CRPS),0,,Protocol NCT03562637v1.0.doc,Statitical Analysis PlanNCT03562637v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study of Adagloxad Simolenin (OBI-822) and OBI-821 Versus Placebo Treatment for High Risk Early Stage Triple Negative Breast Cancer Patients (TNBC) Following Neoadjuvant or Adjuvant Chemotherapy.,70,
468,NCT03561090,Phase 3,Gastroesophageal Reflux Disease (GERD),0,,Protocol NCT03560986v1.0.doc,Statitical Analysis PlanNCT03560986v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Efficacy and Safety of Intravenous Neridronic Acid in Complex Regional Pain Syndrome (CRPS),69,
467,NCT03561883,Phase 3,Gastroesophageal Reflux Disease (GERD),0,,Protocol NCT03561090v1.0.doc,Statitical Analysis PlanNCT03561090v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Trial of IW-3718 for 8 Weeks in Patients With Persistent Gastroesophageal Reflux Disease (GERD) Receiving Proton Pump Inhibitors,68,
466,NCT03562156,Phase 3,Recurrent Vulvovaginal Candidiasis,0,,Protocol NCT03561883v1.0.doc,Statitical Analysis PlanNCT03561883v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Trial of IW-3718 for 8 Weeks in Patients With Persistent Gastroesophageal Reflux Disease (GERD) Receiving Proton Pump Inhibitors,67,
465,NCT03565211,Phase 3,Progesterone Supplementation in Women Undergoing ART,1,,Protocol NCT03562156v1.0.doc,Statitical Analysis PlanNCT03562156v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study of Oral VT-1161 for the Treatment of Patients With Recurrent Vaginal Candidiasis (Yeast Infection),66,
464,NCT03571256,Phase 3,Tourette Syndrome,0,,Protocol NCT03565211v1.0.doc,Statitical Analysis PlanNCT03565211v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Clinical Safety Study of the Progesterone Vaginal Ring in Women Undergoing Assisted Reproductive Technology Procedures,65,
463,NCT03565887,Phase 3,Blepharoptosis,0,,Protocol NCT03571256v1.0.doc,Statitical Analysis PlanNCT03571256v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study to Test if TEV-50717 is Effective in Relieving Tics Associated With Tourette Syndrome,64,
462,NCT03569891,Phase 3,Hemophilia B,1,,Protocol NCT03565887v1.0.doc,Statitical Analysis PlanNCT03565887v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Study of Safety and Efficacy of RVL-1201 in the Treatment of Blepharoptosis,63,
461,NCT03566823,Phase 3,Crohn's Disease,0,,Protocol NCT03569891v1.0.doc,Statitical Analysis PlanNCT03569891v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,HOPE-B: Trial of AMT-061 in Severe or Moderately Severe Hemophilia B Patients,62,
460,NCT03568318,Phase 3,Atopic Dermatitis,0,,Protocol NCT03566823v1.0.doc,Statitical Analysis PlanNCT03566823v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Efficacy and Safety Study of SHP647 as Induction Therapy in Participants With Moderate to Severe Crohn's Disease (CARMEN CD 306),61,
459,NCT03568331,Phase 3,Atopic Dermatitis,0,,Protocol NCT03568318v1.0.doc,Statitical Analysis PlanNCT03568318v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,A Study to Evaluate Upadacitinib in Combination With Topical Corticosteroids in Adolescent and Adult Participants With Moderate to Severe Atopic Dermatitis,60,
458,NCT03569293,Phase 3,Atopic Dermatitis,0,,Protocol NCT03568331v1.0.doc,Statitical Analysis PlanNCT03568331v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Evaluating the Effects of Tradipitant vs. Placebo in Atopic Dermatitis,59,
457,NCT03569475,Phase 3,Major Depressive Disorder,0,,Protocol NCT03569293v1.0.doc,Statitical Analysis PlanNCT03569293v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,Evaluation of Upadacitinib in Adolescent and Adult Patients With Moderate to Severe Atopic Dermatitis (Eczema)- Measure Up 1,58,
456,NCT03575052,Phase 3,Neuropsychiatric Symptoms Related to Neurodegenerative Disease,0,,Protocol NCT03569475v1.0.doc,Statitical Analysis PlanNCT03569475v1.0.doc,2019-04-06 00:26:43,2019-04-06 00:26:43,"Efficacy, Safety, and Tolerability of Levomilnacipran ER in Pediatric (7-17 Years) With Major Depressive Disorder",57,
455,NCT03573297,Phase 3,Bipolar I Disorder|Mania|Depression,0,,Protocol NCT03575052v1.0.doc,Statitical Analysis PlanNCT03575052v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,A Safety Study of Pimavanserin in Adult and Elderly Subjects Experiencing Neuropsychiatric Symptoms Related to Neurodegenerative Disease,56,
454,NCT03573908,Phase 3,Irritable Bowel Syndrome Characterized by Constipation,0,,Protocol NCT03573297v1.0.doc,Statitical Analysis PlanNCT03573297v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,"A Cariprazine Study in the Prevention of Relapse in Bipolar I Disorder Patients Whose Current Episode is Manic or Depressive, With or Without Mixed Features",55,
453,NCT03574597,Phase 3,Overweight|Obesity,1,,Protocol NCT03573908v1.0.doc,Statitical Analysis PlanNCT03573908v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,A Trial of Linaclotide 290 μg in Patients With Irritable Bowel Syndrome With Constipation,54,
452,NCT03575104,Phase 3,Insomnia Disorder,0,,Protocol NCT03574597v1.0.doc,Statitical Analysis PlanNCT03574597v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,Semaglutide Effects on Heart Disease and Stroke in Patients With Overweight or Obesity,53,
451,NCT03575351,Phase 3,"Lymphoma, Non-Hodgkin",0,,Protocol NCT03575104v1.0.doc,Statitical Analysis PlanNCT03575104v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,Study to Assess the Efficacy and Safety of ACT-541468 in Adult and Elderly Subjects Suffering From Difficulties to Sleep,52,
450,NCT03577899,Phase 3,Neovascular Age-related Macular Degeneration,0,,Protocol NCT03575351v1.0.doc,Statitical Analysis PlanNCT03575351v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,"A Study to Compare the Efficacy and Safety of JCAR017 to Standard of Care in Adult Subjects With High-risk, Transplant-eligible Relapsed or Refractory Aggressive B-cell Non-Hodgkin Lymphomas",51,
449,NCT03575871,Phase 3,"Dermatitis, Atopic",0,,Protocol NCT03577899v1.0.doc,Statitical Analysis PlanNCT03577899v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,Efficacy and Safety Trial of Conbercept Intravitreal Injection for Neovascular Age-related Macular Degeneration (PANDA-1),50,
448,NCT03579459,Phase 3,Clostridium Difficile Associated Disease,0,,Protocol NCT03575871v1.0.doc,Statitical Analysis PlanNCT03575871v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,Study Evaluating Efficacy and Safety of PF-04965842 in Subjects Aged 12 Years And Older With Moderate to Severe Atopic Dermatitis,49,
447,NCT03579966,Phase 3,"Myasthenia Gravis, MuSK",0,,Protocol NCT03579459v1.0.doc,Statitical Analysis PlanNCT03579459v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,Evaluation Of Clostridium Difficile Vaccine Lot Consistency In Healthy Adults 65 To 85 Years Of Age,48,
446,NCT03592472,Phase 3,Renal Cell Carcinoma,0,,Protocol NCT03579966v1.0.doc,Statitical Analysis PlanNCT03579966v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,Long Term Safety Study of Amifampridine Phosphate in MuSK-MG (Muscle Specific Tyrosine Kinase Myasthenia Gravis),47,
445,NCT03583372,Phase 3,Overactive Bladder,0,,Protocol NCT03592472v1.0.doc,Statitical Analysis PlanNCT03592472v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,A Study of Pazopanib With or Without Abexinostat in Patients With Locally Advanced or Metastatic Renal Cell Carcinoma (RENAVIV),46,
444,NCT03585270,Phase 3,Aneurysmal Subarachnoid Hemorrhage,0,,Protocol NCT03583372v1.0.doc,Statitical Analysis PlanNCT03583372v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,An Extension Study to Examine the Safety and Tolerability of a New Drug in Patients With Symptoms of Overactive Bladder (OAB).,45,
443,NCT03588975,Phase 3,Chondral Defect|Osteochondritis Dissecans|Articular Cartilage Defect|Articular Cartilage Disorder of Knee,0,,Protocol NCT03585270v1.0.doc,Statitical Analysis PlanNCT03585270v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,"Clinical Research Study With Clazosentan to Evaluate Its Effects on Preventing Complications Due to the Narrowing of the Blood Vessels (Vasospasm) in the Brain, Caused by Bleeding Onto the Surface of the Brain",44,
442,NCT03587805,Phase 3,Atopic Dermatitis,0,,Protocol NCT03588975v1.0.doc,Statitical Analysis PlanNCT03588975v1.0.doc,2019-04-06 00:26:42,2019-04-06 00:26:42,A Study of MACI in Patients Aged 10 to <17 Years With Symptomatic Chondral or Osteochondral Defects of the Knee,43,
